"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090303","GO:0090303","positive regulation of wound healing","9/608","62/18614",0.000172561248318112,0.00380649812466423,0.0029145138677591,"4638/150/5747/2303/3688/948/4780/7056/5328",9
"GO:1903036","GO:1903036","positive regulation of response to wounding","10/608","76/18614",0.000175982673751586,0.00386448438981523,0.00295891209636379,"4638/150/2316/5747/2303/3688/948/4780/7056/5328",10
"GO:0002027","GO:0002027","regulation of heart rate","12/608","106/18614",0.000177383536273163,0.00387777910014202,0.00296909143084558,"2034/7168/23704/552/857/805/1910/5350/1909/23493/3270/6330",12
"GO:0045862","GO:0045862","positive regulation of proteolysis","26/608","365/18614",0.000178927118096417,0.00389406116392872,0.00298155808632469,"54205/857/150/4627/3329/4609/3428/5747/5728/9475/6774/10395/9709/1654/1452/3336/1942/6188/55075/29997/4780/10541/8301/10399/25820/3146",26
"GO:1904666","GO:1904666","regulation of ubiquitin protein ligase activity","6/608","27/18614",0.000195117360355509,0.00420883686607569,0.00322257177373374,"27338/6201/5728/6125/6500/1027",6
"GO:2000737","GO:2000737","negative regulation of stem cell differentiation","6/608","27/18614",0.000195117360355509,0.00420883686607569,0.00322257177373374,"81606/182/6774/388585/3192/4780",6
"GO:0001974","GO:0001974","blood vessel remodeling","8/608","50/18614",0.00019782669056312,0.00424848068940622,0.00325292578129759,"2034/4208/182/2316/2296/2303/1909/3976",8
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","28/608","409/18614",0.000198773120591236,0.00425008317053629,0.00325415274984544,"2059/56937/9636/25802/90952/10092/6366/4131/8440/7114/3925/54751/7408/8874/8543/1654/1452/6188/7417/948/29997/2288/5515/1027/10344/10399/7422/3146",28
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","15/608","157/18614",0.000199973738338461,0.00425692935086794,0.00325939465115848,"2034/378938/4609/468/9475/28996/677/29997/4780/665/3091/1027/80315/3727/7422",15
"GO:2001235","GO:2001235","positive regulation of apoptotic signaling pathway","14/608","140/18614",0.000200839743733257,0.00425692935086794,0.00325939465115848,"857/467/7078/6201/4609/8440/5728/1649/6421/6188/1984/10399/4170/6154",14
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","23/608","308/18614",0.000211511989507011,0.00445209252885492,0.00340882485448195,"857/8013/858/4691/9021/4131/5747/6093/2303/9475/3164/6774/5872/5166/1909/8651/23433/4023/677/4780/328/5770/6430",23
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","12/608","108/18614",0.000211873941886019,0.00445209252885492,0.00340882485448195,"4691/3178/6428/1655/9939/3192/6432/3181/3190/84081/9584/221662",12
"GO:0034470","GO:0034470","ncRNA processing","29/608","432/18614",0.000214382321202325,0.00448546702086409,0.00343437863557011,"3569/6201/6217/9188/6202/6125/6223/9775/6428/6774/6194/1654/6232/10528/1655/6129/6208/29997/9045/3181/5036/6165/6230/6234/11224/9221/6155/6229/6154",29
"GO:2000811","GO:2000811","negative regulation of anoikis","5/608","18/18614",0.000220008171799589,0.00457614706690864,0.00350380944653345,"857/5747/3688/5166/4170",5
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","16/608","176/18614",0.000220593756045852,0.00457614706690864,0.00350380944653345,"3569/7168/4854/9510/4208/1026/8013/7128/1264/5159/5728/650/57447/388585/1027/5592",16
"GO:0034599","GO:0034599","cellular response to oxidative stress","22/608","290/18614",0.000231207301470534,0.00476487447651617,0.00364831198784914,"3569/2034/7168/388/8013/7128/468/5074/5478/1909/6421/6188/948/23135/4780/328/10276/135112/3091/3082/10399/4170",22
"GO:0006979","GO:0006979","response to oxidative stress","29/608","434/18614",0.000231646205319863,0.00476487447651617,0.00364831198784914,"3569/2034/7168/388/9124/694/8013/7128/5159/11030/468/5074/5478/58515/1909/6421/6188/948/253827/23135/4780/328/10276/135112/3091/3082/4720/10399/4170",29
"GO:0045445","GO:0045445","myoblast differentiation","12/608","110/18614",0.000251919634413861,0.00516011856204862,0.00395093774273132,"2034/4208/6909/182/694/1649/3688/1655/677/6604/3475/221662",12
"GO:0086009","GO:0086009","membrane repolarization","8/608","52/18614",0.000261860031599778,0.0053412872554348,0.00408965281679283,"23704/857/483/3764/2316/482/476/6330",8
"GO:0035051","GO:0035051","cardiocyte differentiation","15/608","161/18614",0.000263426681381967,0.0053508544655712,0.00409697812359848,"4629/4208/6909/182/8470/5159/650/3688/1909/2274/7528/3192/23135/23493/7422",15
"GO:0006403","GO:0006403","RNA localization","17/608","197/18614",0.000264705022637479,0.00535451031268759,0.0040997772888076,"3178/4869/9775/5901/6428/3182/9804/4904/7528/220988/9939/677/3192/7203/6432/3181/23089",17
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","23/608","313/18614",0.000266856186843632,0.00537571863992854,0.00411601582665298,"6355/857/2040/858/2597/3329/8519/10581/3576/1105/9475/1072/5478/3688/10410/81603/5819/6520/1969/9218/3146/920/1915",23
"GO:0090257","GO:0090257","regulation of muscle system process","20/608","254/18614",0.000270423535180342,0.00542516351442045,0.00415387418561617,"10398/7168/857/6752/150/805/8013/1264/4660/8654/5350/6093/9475/3164/2982/476/7528/114907/3270/5592",20
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","21/608","274/18614",0.000277243791664195,0.00553919460804488,0.00424118414685606,"59/5154/1284/857/4208/56937/858/80139/3621/9839/5747/650/6774/28996/7041/677/23089/51742/11171/3987/10253",21
"GO:0030866","GO:0030866","cortical actin cytoskeleton organization","7/608","40/18614",0.000279554039325823,0.00556255486413628,0.00425907034779536,"6093/7094/9475/5872/7430/30846/23433",7
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","20/608","255/18614",0.000284706046582513,0.00564204055727542,0.00431993000077703,"5154/3569/857/150/4691/9021/8440/284/8651/1942/948/960/388585/5770/3976/5515/3082/10399/7422/920",20
"GO:0048771","GO:0048771","tissue remodeling","16/608","181/18614",0.000303313966794028,0.00598645987093476,0.00458364085340559,"3569/2034/857/4208/182/2316/7128/6093/2296/2303/9475/5166/1909/1969/3976/3091",16
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","26/608","378/18614",0.000308967123817243,0.00604584105178302,0.00462910712434496,"6347/3569/857/441478/8013/3329/6366/8440/8654/567/2113/5573/3133/5074/58515/3659/8651/604/6188/960/6604/57162/4860/1960/3146/920",26
"GO:1904238","GO:1904238","pericyte cell differentiation","4/608","11/18614",0.000309671052148807,0.00604584105178302,0.00462910712434496,"59/2303/2828/1969",4
"GO:0072073","GO:0072073","kidney epithelium development","14/608","146/18614",0.000311046052349882,0.00604584105178302,0.00462910712434496,"4208/182/1910/4609/2296/2303/650/25959/1909/3911/388585/3976/171023/7422",14
"GO:0042542","GO:0042542","response to hydrogen peroxide","13/608","129/18614",0.000311283303384111,0.00604584105178302,0.00462910712434496,"3569/388/8013/7128/5159/5074/6188/23135/4780/328/10276/3082/10399",13
"GO:0014909","GO:0014909","smooth muscle cell migration","11/608","97/18614",0.000322180877545016,0.00618358967729116,0.00473457684117127,"5154/7168/9510/4208/8013/5159/1649/4780/328/5328/5592",11
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","11/608","97/18614",0.000322180877545016,0.00618358967729116,0.00473457684117127,"857/9636/6201/7128/51035/6125/5478/6188/819/3301/10253",11
"GO:1990874","GO:1990874","vascular associated smooth muscle cell proliferation","11/608","97/18614",0.000322180877545016,0.00618358967729116,0.00473457684117127,"7168/9510/4208/1026/8013/1264/5728/57447/1649/1027/5592",11
"GO:1905897","GO:1905897","regulation of response to endoplasmic reticulum stress","10/608","82/18614",0.000331115672530088,0.00633015256307521,0.00484679535517726,"857/23645/8440/4189/51035/1649/9709/4780/5770/10399",10
"GO:0048545","GO:0048545","response to steroid hormone","24/608","339/18614",0.000342803275170574,0.00649408744906819,0.00497231505412055,"3569/2/81606/552/857/54541/6752/56937/595/687/8013/3490/7035/5901/25959/476/1655/677/3192/114907/2288/7533/3301/6155",24
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","16/608","183/18614",0.000343231145234175,0.00649408744906819,0.00497231505412055,"857/467/7078/4609/5728/650/57447/5478/7430/1942/5770/1847/3976/3276/3301/10253",16
"GO:0010959","GO:0010959","regulation of metal ion transport","28/608","423/18614",0.000343687089612224,0.00649408744906819,0.00497231505412055,"6347/6236/4638/23704/857/483/150/10060/805/2040/2316/81/3306/5159/5350/482/567/468/81671/476/3688/3799/2669/7402/7533/3270/6330/920",28
"GO:0030522","GO:0030522","intracellular receptor signaling pathway","22/608","299/18614",0.000353612374384988,0.00665583137114602,0.00509615720206937,"7026/81606/857/56937/8013/81/7128/2171/650/3164/25959/6774/1654/1655/56603/29997/2288/171023/7533/57162/3301/3146",22
"GO:0070168","GO:0070168","negative regulation of biomineral tissue development","6/608","30/18614",0.000360121086931254,0.0067263996122217,0.00515018904722011,"5552/6093/9475/23462/3091/23493",6
"GO:1901798","GO:1901798","positive regulation of signal transduction by p53 class mediator","6/608","30/18614",0.000360121086931254,0.0067263996122217,0.00515018904722011,"6201/10614/4609/1655/1984/6154",6
"GO:0035023","GO:0035023","regulation of Rho protein signal transduction","10/608","83/18614",0.000365667842303344,0.00680393408865956,0.00520955471598095,"2059/397/5159/3925/25959/10395/3688/604/2828/10276",10
"GO:0045786","GO:0045786","negative regulation of cell cycle","27/608","404/18614",0.000375490128534419,0.00693756959089391,0.00531187514586986,"6347/7026/595/388/1026/694/51776/7128/10614/4869/2296/5728/650/3164/7832/25959/5514/91607/10263/604/677/29997/1032/3976/1027/64859/6154",27
"GO:0044794","GO:0044794","positive regulation by host of viral process","5/608","20/18614",0.000377119167505002,0.00693756959089391,0.00531187514586986,"2040/858/1072/9218/1915",5
"GO:0071243","GO:0071243","cellular response to arsenic-containing substance","5/608","20/18614",0.000377119167505002,0.00693756959089391,0.00531187514586986,"467/3178/468/54407/1654",5
"GO:0036473","GO:0036473","cell death in response to oxidative stress","11/608","99/18614",0.000385029401038104,0.00703003119872943,0.00538267004171543,"8013/468/5074/5478/6421/4780/135112/3091/3082/10399/4170",11
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","11/608","99/18614",0.000385029401038104,0.00703003119872943,0.00538267004171543,"8531/5478/9709/1654/7417/960/4780/5770/1032/3091/3301",11
"GO:0010952","GO:0010952","positive regulation of peptidase activity","16/608","185/18614",0.000387600412026403,0.00704681522113323,0.00539552103085311,"54205/3329/4609/3428/9475/6774/10395/1654/3336/1942/6188/55075/10541/8301/10399/3146",16
"GO:1903202","GO:1903202","negative regulation of oxidative stress-induced cell death","8/608","55/18614",0.000388839650150736,0.00704681522113323,0.00539552103085311,"8013/468/5478/4780/135112/3091/3082/10399",8
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","17/608","204/18614",0.000398281129957314,0.00718584761739502,0.00550197368988562,"54205/3329/4609/3164/10395/23204/1654/3336/6188/960/55075/1032/10541/3082/10399/7422/3146",17
"GO:0043434","GO:0043434","response to peptide hormone","28/608","427/18614",0.000399459426525959,0.00718584761739502,0.00550197368988562,"857/694/8013/858/4691/9021/4131/1910/5747/6093/2303/9475/3164/7832/6774/5872/5166/1909/8651/23433/4023/677/4780/328/5770/1027/3727/6430",28
"GO:0043087","GO:0043087","regulation of GTPase activity","25/608","364/18614",0.000409435298523351,0.00733822455993139,0.00561864384119119,"6347/6004/6355/9411/1123/858/6366/5747/50807/23216/3925/10235/3688/8874/604/1969/10276/10344/8301/395/10399/5592/10982/3987/10253",25
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","29/608","450/18614",0.000420653884832287,0.00749861589523822,0.00574145035671033,"3569/857/150/292/220441/26986/5747/6093/5728/9475/7832/9709/4904/1452/677/10140/3192/29997/4780/81603/5770/665/3091/57104/221662/10399/25820/3146/60673",29
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","17/608","205/18614",0.000421460667752876,0.00749861589523822,0.00574145035671033,"441478/114897/182/80139/6366/8654/5747/650/5573/5074/3659/8651/604/57162/7422/3146/5592",17
"GO:0033137","GO:0033137","negative regulation of peptidyl-serine phosphorylation","6/608","31/18614",0.000434341579341708,0.00766305701829067,0.00586735766517867,"857/54541/8440/5728/3082/10399",6
"GO:1903203","GO:1903203","regulation of oxidative stress-induced neuron death","6/608","31/18614",0.000434341579341708,0.00766305701829067,0.00586735766517867,"8013/468/135112/3091/10399/4170",6
"GO:0032409","GO:0032409","regulation of transporter activity","23/608","324/18614",0.000435418829552105,0.00766305701829067,0.00586735766517867,"6347/6236/23704/857/4208/483/150/10060/805/2040/81/3306/5350/7114/482/81671/3688/1909/2669/7402/7533/3270/6330",23
"GO:0030193","GO:0030193","regulation of blood coagulation","9/608","70/18614",0.000438978472765215,0.00767032277681155,0.0058729208240915,"5154/857/114897/7035/948/4780/7056/5328/5592",9
"GO:0030239","GO:0030239","myofibril assembly","9/608","70/18614",0.000438978472765215,0.00767032277681155,0.0058729208240915,"10398/4629/7168/1465/25802/5159/5573/3688/1466",9
"GO:0038066","GO:0038066","p38MAPK cascade","8/608","56/18614",0.000440866399599864,0.00767579892160478,0.00587711373301172,"4616/51776/650/7430/677/3276/3082/7422",8
"GO:0003176","GO:0003176","aortic valve development","7/608","43/18614",0.000443969115973462,0.00770184491994445,0.00589705632089026,"182/6093/650/9475/1942/23462/23493",7
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","18/608","225/18614",0.000445522106138325,0.00770184491994445,0.00589705632089026,"441478/595/8013/858/5228/7128/80139/4609/283131/650/3164/6774/1749/3091/1960/10344/7422/3146",18
"GO:0010749","GO:0010749","regulation of nitric oxide mediated signal transduction","4/608","12/18614",0.000452537560313476,0.00776803030467674,0.00594773235311929,"2977/8654/2982/7422",4
"GO:1900152","GO:1900152","negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","4/608","12/18614",0.000452537560313476,0.00776803030467674,0.00594773235311929,"26986/4904/10140/3192",4
"GO:0061337","GO:0061337","cardiac conduction","11/608","101/18614",0.00045785836886474,0.00780440401473989,0.00597558253954497,"23704/857/10060/805/2316/10052/5350/482/476/3270/6330",11
"GO:0070167","GO:0070167","regulation of biomineral tissue development","11/608","101/18614",0.00045785836886474,0.00780440401473989,0.00597558253954497,"4208/2824/9636/5552/6093/468/650/9475/23462/3091/23493",11
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","14/608","152/18614",0.000469458677904728,0.0079742545462911,0.00610563165908734,"3569/7168/388/8013/7128/5074/6188/948/23135/4780/328/10276/3082/10399",14
"GO:1903204","GO:1903204","negative regulation of oxidative stress-induced neuron death","5/608","21/18614",0.000481759544331711,0.00815478395353157,0.00624385725219389,"8013/468/135112/3091/10399",5
"GO:0055002","GO:0055002","striated muscle cell development","9/608","71/18614",0.00048840103360845,0.00823859875031555,0.00630803156137521,"10398/4629/7168/1465/25802/5159/5573/3688/1466",9
"GO:0007566","GO:0007566","embryo implantation","8/608","57/18614",0.000498403164128519,0.00837832905216046,0.00641501858439104,"397/3490/81671/6159/10155/2288/3976/7422",8
"GO:0001709","GO:0001709","cell fate determination","7/608","44/18614",0.000513288339718864,0.00854020701750669,0.00653896336498326,"4208/6909/182/56603/64641/3475/4170",7
"GO:0042771","GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","7/608","44/18614",0.000513288339718864,0.00854020701750669,0.00653896336498326,"54541/1026/3428/28996/960/3190/6154",7
"GO:1903573","GO:1903573","negative regulation of response to endoplasmic reticulum stress","7/608","44/18614",0.000513288339718864,0.00854020701750669,0.00653896336498326,"23645/8440/4189/51035/9709/5770/10399",7
"GO:0010644","GO:0010644","cell communication by electrical coupling","6/608","32/18614",0.000519968473432265,0.00855557280136612,0.00655072845422818,"857/805/10052/482/476/3270",6
"GO:0035456","GO:0035456","response to interferon-beta","6/608","32/18614",0.000519968473432265,0.00855557280136612,0.00655072845422818,"684/8519/10581/3428/10410/3659",6
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","25/608","370/18614",0.000520709762384238,0.00855557280136612,0.00655072845422818,"5154/3569/857/150/4691/5159/9021/8440/5747/284/28996/3716/8651/1942/948/960/388585/5770/1969/3976/5515/3082/10399/7422/920",25
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","12/608","119/18614",0.000521231819898613,0.00855557280136612,0.00655072845422818,"3569/8013/684/10865/8140/9188/9516/567/284/3133/604/948",12
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus","17/608","209/18614",0.000526207573063846,0.00860826147210151,0.00659107048422606,"81606/54541/6752/56937/687/8013/7035/5901/25959/476/1655/677/3192/114907/2288/7533/3301",17
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","10/608","87/18614",0.000535367124895902,0.00872881181895492,0.00668337202915285,"3679/6366/3672/5747/2303/3688/1942/1969/3976/5328",10
"GO:0110053","GO:0110053","regulation of actin filament organization","20/608","268/18614",0.000539969770341067,0.00875401864572225,0.00670267209019835,"171024/7168/2059/11034/25802/2316/90952/10092/6366/8440/7114/6093/3925/9475/10174/7408/10395/7082/10344/395",20
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","9/608","72/18614",0.000542300232001666,0.00875401864572225,0.00670267209019835,"3178/6421/1655/9939/3192/4670/84081/11171/221662",9
"GO:1900046","GO:1900046","regulation of hemostasis","9/608","72/18614",0.000542300232001666,0.00875401864572225,0.00670267209019835,"5154/857/114897/7035/948/4780/7056/5328/5592",9
"GO:0030308","GO:0030308","negative regulation of cell growth","16/608","191/18614",0.000551565272443582,0.00884500231303441,0.00677233537425533,"85004/1026/694/684/3621/2487/1654/7528/604/1032/58189/3475/54910/5515/1027/10399",16
"GO:0032271","GO:0032271","regulation of protein polymerization","16/608","191/18614",0.000551565272443582,0.00884500231303441,0.00677233537425533,"2059/25802/90952/10092/6366/4131/8440/7114/3925/7408/8874/6188/7417/2288/1027/10344",16
"GO:0051101","GO:0051101","regulation of DNA binding","12/608","120/18614",0.000562342999571108,0.00896115364245832,0.00686126873223368,"805/3428/7114/2296/28996/1649/10155/23462/3976/23493/3146/2959",12
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","25/608","372/18614",0.000563277633021611,0.00896115364245832,0.00686126873223368,"5154/3569/857/150/4691/5159/9021/8440/5747/284/28996/3716/8651/1942/948/960/388585/5770/1969/3976/5515/3082/10399/7422/920",25
"GO:0006937","GO:0006937","regulation of muscle contraction","15/608","173/18614",0.000567999277029666,0.00896115364245832,0.00686126873223368,"10398/7168/857/6752/150/805/1264/4660/8654/5350/3164/2982/476/3270/5592",15
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","15/608","173/18614",0.000567999277029666,0.00896115364245832,0.00686126873223368,"54541/1026/6201/10614/4609/3428/6125/28996/1655/960/1984/29997/3190/1027/6154",15
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","15/608","173/18614",0.000567999277029666,0.00896115364245832,0.00686126873223368,"857/6201/5747/5728/51035/6125/28996/9709/1452/29997/4780/819/8667/10399/25820",15
"GO:0050867","GO:0050867","positive regulation of cell activation","26/608","394/18614",0.000578798436937694,0.00910207219377826,0.00696916555986779,"59/6347/3569/857/4208/1026/8013/2316/3329/6366/5159/8440/567/3133/58515/8651/604/6188/5819/6604/57162/4860/1960/3727/3146/920",26
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","10/608","88/18614",0.000586693438772654,0.00919656113831733,0.00704151272258532,"4659/805/23645/3672/5159/6093/9475/10395/5478/23261",10
"GO:0008360","GO:0008360","regulation of cell shape","13/608","138/18614",0.000597707844876316,0.00927364112576543,0.00710053040366299,"6347/7168/2059/4627/3679/51177/5747/54751/10395/7430/23433/23580/7422",13
"GO:0060048","GO:0060048","cardiac muscle contraction","13/608","138/18614",0.000597707844876316,0.00927364112576543,0.00710053040366299,"7168/23704/857/10060/3764/805/2316/10052/8654/5350/476/3270/6330",13
"GO:0003170","GO:0003170","heart valve development","9/608","73/18614",0.000600977962632971,0.00927364112576543,0.00710053040366299,"4208/182/6093/650/9475/56999/1942/23462/23493",9
"GO:1902373","GO:1902373","negative regulation of mRNA catabolic process","9/608","73/18614",0.000600977962632971,0.00927364112576543,0.00710053040366299,"26986/8531/3182/4904/3183/2521/10140/3192/221662",9
"GO:0002367","GO:0002367","cytokine production involved in immune response","12/608","121/18614",0.000606144434429426,0.00927364112576543,0.00710053040366299,"3569/8013/684/10865/8140/9188/9516/567/284/3133/604/948",12
"GO:0032516","GO:0032516","positive regulation of phosphoprotein phosphatase activity","5/608","22/18614",0.000606829029562907,0.00927364112576543,0.00710053040366299,"4659/805/23645/3672/5159",5
"GO:0061318","GO:0061318","renal filtration cell differentiation","5/608","22/18614",0.000606829029562907,0.00927364112576543,0.00710053040366299,"182/1910/2303/1909/171023",5
"GO:0072112","GO:0072112","podocyte differentiation","5/608","22/18614",0.000606829029562907,0.00927364112576543,0.00710053040366299,"182/1910/2303/1909/171023",5
"GO:0060326","GO:0060326","cell chemotaxis","22/608","312/18614",0.000629391970552282,0.00958839330138242,0.0073415260775605,"6347/3569/6355/5228/6366/57509/3672/5159/1910/5747/7114/3576/6223/3164/5872/5478/1969/1960/10344/3082/7422/3146",22
"GO:1901653","GO:1901653","cellular response to peptide","25/608","375/18614",0.000632836385921421,0.00958928498002506,0.00734220880737789,"857/8013/858/4691/9021/4131/5747/6093/2303/9475/3164/6774/5872/5166/1909/55107/8651/23433/948/4023/677/4780/328/5770/6430",25
"GO:2000622","GO:2000622","regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","4/608","13/18614",0.000636841141573392,0.00958928498002506,0.00734220880737789,"26986/9775/3182/9939",4
"GO:0034341","GO:0034341","response to type II interferon","13/608","139/18614",0.000640162918464897,0.00958928498002506,0.00734220880737789,"6347/6355/2597/684/8519/10581/6366/10410/3659/3799/3716/23580/10344",13
"GO:0050684","GO:0050684","regulation of mRNA processing","13/608","139/18614",0.000640162918464897,0.00958928498002506,0.00734220880737789,"4691/3178/6428/1655/9939/677/3192/6432/3181/3190/84081/9584/221662",13
"GO:0010594","GO:0010594","regulation of endothelial cell migration","18/608","232/18614",0.000640331446292391,0.00958928498002506,0.00734220880737789,"7026/285/4208/388/5747/7114/506/2113/2303/284/9475/56999/1942/4780/1969/3091/7422/3146",18
"GO:0001892","GO:0001892","embryonic placenta development","10/608","89/18614",0.000642021549423886,0.00958928498002506,0.00734220880737789,"7026/2034/7262/9021/10155/677/23462/3976/3091/23493",10
"GO:0019932","GO:0019932","second-messenger-mediated signaling","21/608","292/18614",0.000643219730967835,0.00958928498002506,0.00734220880737789,"552/2977/805/1910/8654/5350/11163/3576/10231/2982/58515/2274/23261/948/2983/5515/3270/7422/5592/920/389692",21
"GO:0007043","GO:0007043","cell-cell junction assembly","14/608","157/18614",0.000649654224833461,0.00962839047109845,0.00737215063115036,"2701/84525/857/90952/80139/10052/6093/7094/9475/7414/1004/5872/7082/1969",14
"GO:0043547","GO:0043547","positive regulation of GTPase activity","20/608","272/18614",0.000650745916601692,0.00962839047109845,0.00737215063115036,"6347/6004/6355/9411/1123/858/6366/50807/23216/10235/3688/8874/1969/10276/10344/8301/395/10399/10982/3987",20
"GO:0050821","GO:0050821","protein stabilization","17/608","213/18614",0.000652613532161712,0.00962839047109845,0.00737215063115036,"483/2316/2597/6201/3329/482/5728/5204/6125/5202/1942/29997/7203/902/819/573/23011",17
"GO:0045664","GO:0045664","regulation of neuron differentiation","16/608","194/18614",0.00065374302480689,0.00962839047109845,0.00737215063115036,"3400/4854/4208/182/4131/1910/463/6093/567/650/3688/604/388585/23462/7533/23493",16
"GO:0044788","GO:0044788","modulation by host of viral process","7/608","46/18614",0.000677669961338728,0.00994455897330106,0.00761423074101497,"6355/2040/858/9475/1072/9218/1915",7
"GO:0051099","GO:0051099","positive regulation of binding","15/608","176/18614",0.000679647105134914,0.00994455897330106,0.00761423074101497,"857/805/567/2296/3925/650/5901/28996/10155/3646/51068/64641/5515/3146/2959",15
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","20/608","273/18614",0.000681329784016934,0.00994455897330106,0.00761423074101497,"6347/3569/857/8013/3329/6366/8440/567/2113/3133/58515/8651/604/6188/960/6604/4860/1960/3146/920",20
"GO:0045216","GO:0045216","cell-cell junction organization","17/608","214/18614",0.000688004115281698,0.0100071332814676,0.00766214188741355,"2701/84525/857/2316/90952/80139/10052/6093/7094/9475/7414/1004/5872/7082/1969/7422/3987",17
"GO:0043488","GO:0043488","regulation of mRNA stability","16/608","195/18614",0.000691211997793802,0.0100071332814676,0.00766214188741355,"26986/4869/8531/6093/9475/7832/4904/3183/2521/677/26135/10140/3192/328/221662/8761",16
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","11/608","106/18614",0.000691775162226579,0.0100071332814676,0.00766214188741355,"6201/10614/4609/6125/28996/1655/960/1984/29997/3190/6154",11
"GO:0014910","GO:0014910","regulation of smooth muscle cell migration","10/608","90/18614",0.000701587113882979,0.0100891952217685,0.00772497409044882,"5154/7168/9510/4208/8013/5159/4780/328/5328/5592",10
"GO:0048525","GO:0048525","negative regulation of viral process","10/608","90/18614",0.000701587113882979,0.0100891952217685,0.00772497409044882,"9636/684/8519/10581/10614/3428/5478/10410/10155/81603",10
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","18/608","234/18614",0.000707941577573287,0.0101506329137346,0.00777201496617608,"54205/3329/4609/3428/3164/10395/23204/1654/3336/6188/960/55075/1032/10541/3082/10399/7422/3146",18
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","22/608","315/18614",0.000714739733908305,0.0102180533806539,0.00782363666133307,"59/6347/5154/6355/467/7078/6366/5159/5728/650/284/57447/7430/948/960/5770/1969/3976/10344/3146/920/10253",22
"GO:0036475","GO:0036475","neuron death in response to oxidative stress","6/608","34/18614",0.000730145863533135,0.0103708752445082,0.00794064747466153,"8013/468/135112/3091/10399/4170",6
"GO:0090075","GO:0090075","relaxation of muscle","6/608","34/18614",0.000730145863533135,0.0103708752445082,0.00794064747466153,"8654/5350/2982/476/3270/5592",6
"GO:0043536","GO:0043536","positive regulation of blood vessel endothelial cell migration","9/608","75/18614",0.000733938863457506,0.0103708752445082,0.00794064747466153,"7114/506/2113/2303/284/4780/3091/7422/3146",9
"GO:0050818","GO:0050818","regulation of coagulation","9/608","75/18614",0.000733938863457506,0.0103708752445082,0.00794064747466153,"5154/857/114897/7035/948/4780/7056/5328/5592",9
"GO:0072311","GO:0072311","glomerular epithelial cell differentiation","5/608","23/18614",0.000754733891080791,0.010633895141673,0.00814203339754331,"182/1910/2303/1909/171023",5
"GO:0045601","GO:0045601","regulation of endothelial cell differentiation","7/608","47/18614",0.000774164378150157,0.0108139006976562,0.00827985789449693,"81575/182/694/6093/9475/7414/7422",7
"GO:0045646","GO:0045646","regulation of erythrocyte differentiation","7/608","47/18614",0.000774164378150157,0.0108139006976562,0.00827985789449693,"9636/567/2113/6774/677/3276/3091",7
"GO:1905314","GO:1905314","semi-lunar valve development","7/608","47/18614",0.000774164378150157,0.0108139006976562,0.00827985789449693,"182/6093/650/9475/1942/23462/23493",7
"GO:0035296","GO:0035296","regulation of tube diameter","13/608","142/18614",0.000783089005067379,0.0108762361814914,0.00832758618074352,"552/857/150/3672/1910/6093/2296/2303/9475/2982/1909/1889/5592",13
"GO:0097746","GO:0097746","blood vessel diameter maintenance","13/608","142/18614",0.000783089005067379,0.0108762361814914,0.00832758618074352,"552/857/150/3672/1910/6093/2296/2303/9475/2982/1909/1889/5592",13
